index;file;ts;esco;onto;value;type
7;f9;2022-11-29T18:32:43;http://data.europa.eu/esco/isco/C11;http://ti-2022-11-2918:12:32.586072.org/onto#11;0.99;INST
175;f9;2022-11-29T18:44:17;http://data.europa.eu/esco/isco/C11;http://ti-2022-11-2918:12:32.586072.org/onto#11;0.99;INST
34;f15;2022-11-29T18:44:54;http://data.europa.eu/esco/isco/C112;http://ti-2022-11-2918:12:32.586072.org/onto#112;1.0;INST
262;f16;2022-11-29T18:44:59;http://data.europa.eu/esco/isco/C1120;http://ti-2022-11-2918:12:32.586072.org/onto#112;1.0;INST
65;f1712;2022-11-29T22:09:21;http://data.europa.eu/esco/occupation/9f508305-80ce-4111-8722-f2c9b4a44890;http://ti-2022-11-2918:12:32.586072.org/onto#112a;0.87;INST
82;f1931;2022-11-29T22:38:10;http://data.europa.eu/esco/occupation/bea99fea-0383-4c63-b944-70d4799de2c5;http://ti-2022-11-2918:12:32.586072.org/onto#112a;0.94;INST
77;f17;2022-11-29T18:45:04;http://data.europa.eu/esco/isco/C12;http://ti-2022-11-2918:12:32.586072.org/onto#12;1.0;INST
191;f18;2022-11-29T18:45:10;http://data.europa.eu/esco/isco/C121;http://ti-2022-11-2918:12:32.586072.org/onto#121;1.0;INST
151;f19;2022-11-29T18:45:15;http://data.europa.eu/esco/isco/C1211;http://ti-2022-11-2918:12:32.586072.org/onto#1211;1.0;INST
63;f952;2022-11-29T20:29:00;http://data.europa.eu/esco/occupation/30f3ea93-882a-4525-841c-1d5b4b64076f;http://ti-2022-11-2918:12:32.586072.org/onto#1211;0.95;INST
55;f20;2022-11-29T18:45:20;http://data.europa.eu/esco/isco/C1212;http://ti-2022-11-2918:12:32.586072.org/onto#1212;1.0;INST
185;f2249;2022-11-29T23:20:07;http://data.europa.eu/esco/occupation/f605bcd2-90b6-45a0-a558-d05016d68a77;http://ti-2022-11-2918:12:32.586072.org/onto#1212;0.98;INST
273;f3095;2022-11-30T01:14:39;http://data.europa.eu/esco/occupation/9f12704c-5e6c-47b0-a866-3b92663e6a4b;http://ti-2022-11-2918:12:32.586072.org/onto#1212;0.88;INST
237;f21;2022-11-29T18:45:25;http://data.europa.eu/esco/isco/C1213;http://ti-2022-11-2918:12:32.586072.org/onto#1213;1.0;INST
247;f22;2022-11-29T18:45:31;http://data.europa.eu/esco/isco/C1219;http://ti-2022-11-2918:12:32.586072.org/onto#1219;1.0;INST
174;f23;2022-11-29T18:45:36;http://data.europa.eu/esco/isco/C122;http://ti-2022-11-2918:12:32.586072.org/onto#1221;0.89;INST
133;f24;2022-11-29T18:45:42;http://data.europa.eu/esco/isco/C1221;http://ti-2022-11-2918:12:32.586072.org/onto#1221;1.0;INST
79;f1945;2022-11-29T22:39:55;http://data.europa.eu/esco/occupation/c0489e22-6a1b-4e52-974a-eb71bbb42134;http://ti-2022-11-2918:12:32.586072.org/onto#1222;0.89;INST
178;f2026;2022-11-29T22:50:31;http://data.europa.eu/esco/occupation/cd7b838c-51f6-41ec-9067-bb974c0f991b;http://ti-2022-11-2918:12:32.586072.org/onto#1222;0.88;INST
234;f25;2022-11-29T18:45:47;http://data.europa.eu/esco/isco/C1222;http://ti-2022-11-2918:12:32.586072.org/onto#1222;1.0;INST
45;f2865;2022-11-30T00:43:19;http://data.europa.eu/esco/occupation/6cc19251-763b-4de1-b4f7-526c9ff732d2;http://ti-2022-11-2918:12:32.586072.org/onto#1222;0.89;INST
88;f1410;2022-11-29T21:29:16;http://data.europa.eu/esco/occupation/73ceb2f9-18e3-4cfe-9c06-e9fb31ece440;http://ti-2022-11-2918:12:32.586072.org/onto#1223;0.98;INST
220;f26;2022-11-29T18:45:53;http://data.europa.eu/esco/isco/C1223;http://ti-2022-11-2918:12:32.586072.org/onto#1223;1.0;INST
215;f3252;2022-11-30T01:35:56;http://data.europa.eu/esco/occupation/c02ee787-c30b-4f0d-9d7f-6eb36fc44a5d;http://ti-2022-11-2918:12:32.586072.org/onto#1223;0.87;INST
120;f27;2022-11-29T18:45:58;http://data.europa.eu/esco/isco/C13;http://ti-2022-11-2918:12:32.586072.org/onto#13;1.0;INST
194;f3284;2022-11-30T01:40:17;http://data.europa.eu/esco/occupation/c6bd511a-d966-4df9-a48e-4f800354f268;http://ti-2022-11-2918:12:32.586072.org/onto#13;0.87;INST
168;f28;2022-11-29T18:46:03;http://data.europa.eu/esco/isco/C131;http://ti-2022-11-2918:12:32.586072.org/onto#131;0.99;INST
62;f29;2022-11-29T18:46:08;http://data.europa.eu/esco/isco/C1311;http://ti-2022-11-2918:12:32.586072.org/onto#1311;1.0;INST
173;f30;2022-11-29T18:46:14;http://data.europa.eu/esco/isco/C1312;http://ti-2022-11-2918:12:32.586072.org/onto#1312;1.0;INST
162;f31;2022-11-29T18:46:19;http://data.europa.eu/esco/isco/C132;http://ti-2022-11-2918:12:32.586072.org/onto#132;0.99;INST
125;f1288;2022-11-29T21:13:12;http://data.europa.eu/esco/occupation/6426ada1-4d8c-4612-99e3-91bc569805ee;http://ti-2022-11-2918:12:32.586072.org/onto#1321;0.96;INST
9;f32;2022-11-29T18:46:24;http://data.europa.eu/esco/isco/C1321;http://ti-2022-11-2918:12:32.586072.org/onto#1321;1.0;INST
25;f33;2022-11-29T18:46:30;http://data.europa.eu/esco/isco/C1322;http://ti-2022-11-2918:12:32.586072.org/onto#1322;1.0;INST
76;f34;2022-11-29T18:46:35;http://data.europa.eu/esco/isco/C1323;http://ti-2022-11-2918:12:32.586072.org/onto#1323;1.0;INST
60;f35;2022-11-29T18:46:40;http://data.europa.eu/esco/isco/C1324;http://ti-2022-11-2918:12:32.586072.org/onto#1324;0.99;INST
84;f36;2022-11-29T18:46:46;http://data.europa.eu/esco/isco/C133;http://ti-2022-11-2918:12:32.586072.org/onto#133;1.0;INST
36;f37;2022-11-29T18:46:51;http://data.europa.eu/esco/isco/C1330;http://ti-2022-11-2918:12:32.586072.org/onto#133;1.0;INST
15;f38;2022-11-29T18:46:56;http://data.europa.eu/esco/isco/C134;http://ti-2022-11-2918:12:32.586072.org/onto#134;1.0;INST
245;f39;2022-11-29T18:47:01;http://data.europa.eu/esco/isco/C1341;http://ti-2022-11-2918:12:32.586072.org/onto#1341;1.0;INST
56;f40;2022-11-29T18:47:07;http://data.europa.eu/esco/isco/C1342;http://ti-2022-11-2918:12:32.586072.org/onto#1342;1.0;INST
58;f41;2022-11-29T18:47:12;http://data.europa.eu/esco/isco/C1343;http://ti-2022-11-2918:12:32.586072.org/onto#1343;1.0;INST
268;f2791;2022-11-30T00:33:17;http://data.europa.eu/esco/occupation/5cff1eee-9027-4064-8a26-35b1877e4eb3;http://ti-2022-11-2918:12:32.586072.org/onto#1344;0.88;INST
78;f42;2022-11-29T18:47:17;http://data.europa.eu/esco/isco/C1344;http://ti-2022-11-2918:12:32.586072.org/onto#1344;1.0;INST
115;f43;2022-11-29T18:47:22;http://data.europa.eu/esco/isco/C1345;http://ti-2022-11-2918:12:32.586072.org/onto#1345;1.0;INST
272;f44;2022-11-29T18:47:27;http://data.europa.eu/esco/isco/C1346;http://ti-2022-11-2918:12:32.586072.org/onto#1346;0.99;INST
199;f45;2022-11-29T18:47:34;http://data.europa.eu/esco/isco/C1349;http://ti-2022-11-2918:12:32.586072.org/onto#1349;1.0;INST
216;f46;2022-11-29T18:47:39;http://data.europa.eu/esco/isco/C14;http://ti-2022-11-2918:12:32.586072.org/onto#14;0.99;INST
72;f2080;2022-11-29T22:57:44;http://data.europa.eu/esco/occupation/d5eb6150-bbff-4a9c-9d0c-21eab4dbe2b6;http://ti-2022-11-2918:12:32.586072.org/onto#141;0.88;INST
187;f47;2022-11-29T18:47:46;http://data.europa.eu/esco/isco/C141;http://ti-2022-11-2918:12:32.586072.org/onto#141;1.0;INST
101;f3449;2022-11-30T02:02:21;http://data.europa.eu/esco/occupation/ebb4061a-906f-45fe-b4c0-a871c11f6fab;http://ti-2022-11-2918:12:32.586072.org/onto#1411;0.89;INST
28;f48;2022-11-29T18:47:51;http://data.europa.eu/esco/isco/C1411;http://ti-2022-11-2918:12:32.586072.org/onto#1411;1.0;INST
17;f840;2022-11-29T20:14:25;http://data.europa.eu/esco/occupation/2171a849-4065-411c-8390-835b7782ed8b;http://ti-2022-11-2918:12:32.586072.org/onto#1411;0.94;INST
208;f49;2022-11-29T18:47:57;http://data.europa.eu/esco/isco/C1412;http://ti-2022-11-2918:12:32.586072.org/onto#1412;1.0;INST
150;f50;2022-11-29T18:48:02;http://data.europa.eu/esco/isco/C142;http://ti-2022-11-2918:12:32.586072.org/onto#142;1.0;INST
190;f51;2022-11-29T18:48:07;http://data.europa.eu/esco/isco/C1420;http://ti-2022-11-2918:12:32.586072.org/onto#142;1.0;INST
40;f52;2022-11-29T18:48:12;http://data.europa.eu/esco/isco/C143;http://ti-2022-11-2918:12:32.586072.org/onto#143;1.0;INST
93;f54;2022-11-29T18:48:24;http://data.europa.eu/esco/isco/C1439;http://ti-2022-11-2918:12:32.586072.org/onto#1439;1.0;INST
269;f55;2022-11-29T18:48:29;http://data.europa.eu/esco/isco/C21;http://ti-2022-11-2918:12:32.586072.org/onto#21;1.0;INST
100;f56;2022-11-29T18:48:34;http://data.europa.eu/esco/isco/C211;http://ti-2022-11-2918:12:32.586072.org/onto#211;0.99;INST
71;f57;2022-11-29T18:48:39;http://data.europa.eu/esco/isco/C2111;http://ti-2022-11-2918:12:32.586072.org/onto#2111;1.0;INST
250;f2358;2022-11-29T23:35:07;http://data.europa.eu/esco/occupation/0809ea8a-4f77-4351-a7f1-b9a7b99b6c0b;http://ti-2022-11-2918:12:32.586072.org/onto#2112;0.97;INST
33;f58;2022-11-29T18:48:45;http://data.europa.eu/esco/isco/C2112;http://ti-2022-11-2918:12:32.586072.org/onto#2112;1.0;INST
89;f812;2022-11-29T20:10:48;http://data.europa.eu/esco/occupation/1c862e14-80f8-4aa8-8f1c-fd2ca95b63ad;http://ti-2022-11-2918:12:32.586072.org/onto#2112;0.97;INST
241;f59;2022-11-29T18:48:50;http://data.europa.eu/esco/isco/C2113;http://ti-2022-11-2918:12:32.586072.org/onto#2113;1.0;INST
256;f706;2022-11-29T19:56:53;http://data.europa.eu/esco/occupation/0d93706d-32fd-4de3-aa08-be1003e325da;http://ti-2022-11-2918:12:32.586072.org/onto#2113;0.96;INST
184;f60;2022-11-29T18:48:55;http://data.europa.eu/esco/isco/C2114;http://ti-2022-11-2918:12:32.586072.org/onto#2114;1.0;INST
49;f61;2022-11-29T18:49:01;http://data.europa.eu/esco/isco/C212;http://ti-2022-11-2918:12:32.586072.org/onto#2120;0.98;INST
73;f62;2022-11-29T18:49:07;http://data.europa.eu/esco/isco/C2120;http://ti-2022-11-2918:12:32.586072.org/onto#2120;0.98;INST
264;f67;2022-11-29T18:49:39;http://data.europa.eu/esco/isco/C214;http://ti-2022-11-2918:12:32.586072.org/onto#214;0.98;INST
81;f3359;2022-11-30T01:50:20;http://data.europa.eu/esco/occupation/d7380260-1386-4e36-98b5-8115ca4a3536;http://ti-2022-11-2918:12:32.586072.org/onto#2141;0.96;INST
102;f68;2022-11-29T18:49:44;http://data.europa.eu/esco/isco/C2141;http://ti-2022-11-2918:12:32.586072.org/onto#2141;1.0;INST
197;f2088;2022-11-29T22:58:49;http://data.europa.eu/esco/occupation/d7d986e1-7333-431b-9719-0c5c6939e360;http://ti-2022-11-2918:12:32.586072.org/onto#2142;0.94;INST
23;f69;2022-11-29T18:49:49;http://data.europa.eu/esco/isco/C2142;http://ti-2022-11-2918:12:32.586072.org/onto#2142;1.0;INST
236;f1801;2022-11-29T22:21:08;http://data.europa.eu/esco/occupation/ac1fc6a9-70d2-475c-8fa0-82ef83830968;http://ti-2022-11-2918:12:32.586072.org/onto#2143;0.89;INST
259;f70;2022-11-29T18:49:55;http://data.europa.eu/esco/isco/C2143;http://ti-2022-11-2918:12:32.586072.org/onto#2143;1.0;INST
242;f1196;2022-11-29T21:01:01;http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644;http://ti-2022-11-2918:12:32.586072.org/onto#2144;0.97;INST
114;f71;2022-11-29T18:50:00;http://data.europa.eu/esco/isco/C2144;http://ti-2022-11-2918:12:32.586072.org/onto#2144;1.0;INST
108;f2202;2022-11-29T23:13:55;http://data.europa.eu/esco/occupation/ec21ce88-ce14-49b6-be0a-cc53cf5a3a67;http://ti-2022-11-2918:12:32.586072.org/onto#2145;0.96;INST
2;f3485;2022-11-30T02:07:04;http://data.europa.eu/esco/occupation/f3e23761-0663-4ae0-97a2-0b2dd3fa38a1;http://ti-2022-11-2918:12:32.586072.org/onto#2145;0.89;INST
221;f72;2022-11-29T18:50:05;http://data.europa.eu/esco/isco/C2145;http://ti-2022-11-2918:12:32.586072.org/onto#2145;1.0;INST
128;f73;2022-11-29T18:50:10;http://data.europa.eu/esco/isco/C2146;http://ti-2022-11-2918:12:32.586072.org/onto#2146;0.99;INST
38;f74;2022-11-29T18:50:16;http://data.europa.eu/esco/isco/C2149;http://ti-2022-11-2918:12:32.586072.org/onto#2149;1.0;INST
161;f75;2022-11-29T18:50:21;http://data.europa.eu/esco/isco/C215;http://ti-2022-11-2918:12:32.586072.org/onto#2149;1.0;INST
14;f76;2022-11-29T18:50:27;http://data.europa.eu/esco/isco/C2151;http://ti-2022-11-2918:12:32.586072.org/onto#2151;1.0;INST
80;f1135;2022-11-29T20:53:07;http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224;http://ti-2022-11-2918:12:32.586072.org/onto#2152;0.97;INST
127;f2912;2022-11-30T00:49:37;http://data.europa.eu/esco/occupation/77abfaec-a250-4765-95fa-6091e8da1bba;http://ti-2022-11-2918:12:32.586072.org/onto#2152;0.86;INST
154;f77;2022-11-29T18:50:32;http://data.europa.eu/esco/isco/C2152;http://ti-2022-11-2918:12:32.586072.org/onto#2152;1.0;INST
160;f2386;2022-11-29T23:38:50;http://data.europa.eu/esco/occupation/0ea36a48-a27d-4515-b61f-3cab395cf60f;http://ti-2022-11-2918:12:32.586072.org/onto#2153;0.89;INST
107;f2512;2022-11-29T23:55:56;http://data.europa.eu/esco/occupation/26e1add0-da3f-4ed6-aa91-791cb550146f;http://ti-2022-11-2918:12:32.586072.org/onto#2153;0.89;INST
68;f2825;2022-11-30T00:37:49;http://data.europa.eu/esco/occupation/631e504f-0db4-4e03-bf90-3f00d550170f;http://ti-2022-11-2918:12:32.586072.org/onto#2153;0.89;INST
182;f3393;2022-11-30T01:54:53;http://data.europa.eu/esco/occupation/dcfeb6e4-f39d-49fb-96cd-23292fb3e037;http://ti-2022-11-2918:12:32.586072.org/onto#2153;0.89;INST
205;f635;2022-11-29T19:47:13;http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2;http://ti-2022-11-2918:12:32.586072.org/onto#2153;0.96;INST
156;f78;2022-11-29T18:50:37;http://data.europa.eu/esco/isco/C2153;http://ti-2022-11-2918:12:32.586072.org/onto#2153;1.0;INST
46;f79;2022-11-29T18:50:43;http://data.europa.eu/esco/isco/C216;http://ti-2022-11-2918:12:32.586072.org/onto#216;0.99;INST
232;f1585;2022-11-29T21:52:29;http://data.europa.eu/esco/occupation/8c3f536e-ba66-4321-ba40-363dc39f129b;http://ti-2022-11-2918:12:32.586072.org/onto#2161;0.97;INST
20;f2131;2022-11-29T23:04:28;http://data.europa.eu/esco/occupation/e0b544dd-b621-4126-a55e-054af25c6ea0;http://ti-2022-11-2918:12:32.586072.org/onto#2161;0.86;INST
188;f80;2022-11-29T18:50:48;http://data.europa.eu/esco/isco/C2161;http://ti-2022-11-2918:12:32.586072.org/onto#2161;1.0;INST
43;f1163;2022-11-29T20:56:45;http://data.europa.eu/esco/occupation/52207284-2681-40d3-a317-ec81ca1b3e41;http://ti-2022-11-2918:12:32.586072.org/onto#2162;0.97;INST
124;f81;2022-11-29T18:50:53;http://data.europa.eu/esco/isco/C2162;http://ti-2022-11-2918:12:32.586072.org/onto#2162;1.0;INST
240;f83;2022-11-29T18:51:04;http://data.europa.eu/esco/isco/C2164;http://ti-2022-11-2918:12:32.586072.org/onto#2164;1.0;INST
196;f84;2022-11-29T18:51:09;http://data.europa.eu/esco/isco/C2165;http://ti-2022-11-2918:12:32.586072.org/onto#2165;1.0;INST
87;f2106;2022-11-29T23:01:10;http://data.europa.eu/esco/occupation/db4057de-0c5a-4f68-8f81-2c0765978afb;http://ti-2022-11-2918:12:32.586072.org/onto#22;0.87;INST
26;f86;2022-11-29T18:51:21;http://data.europa.eu/esco/isco/C22;http://ti-2022-11-2918:12:32.586072.org/onto#22;1.0;INST
159;f99;2022-11-29T18:52:41;http://data.europa.eu/esco/isco/C226;http://ti-2022-11-2918:12:32.586072.org/onto#226;1.0;INST
147;f101;2022-11-29T18:52:51;http://data.europa.eu/esco/isco/C2262;http://ti-2022-11-2918:12:32.586072.org/onto#2262;1.0;INST
195;f1473;2022-11-29T21:37:31;http://data.europa.eu/esco/occupation/7c132147-428b-4ea3-87e1-70f7abb691ce;http://ti-2022-11-2918:12:32.586072.org/onto#2262;0.98;INST
13;f126;2022-11-29T18:55:23;http://data.europa.eu/esco/isco/C24;http://ti-2022-11-2918:12:32.586072.org/onto#24;0.99;INST
214;f127;2022-11-29T18:55:28;http://data.europa.eu/esco/isco/C241;http://ti-2022-11-2918:12:32.586072.org/onto#241;1.0;INST
83;f128;2022-11-29T18:55:34;http://data.europa.eu/esco/isco/C2411;http://ti-2022-11-2918:12:32.586072.org/onto#2411;1.0;INST
239;f2212;2022-11-29T23:15:15;http://data.europa.eu/esco/occupation/eda0d957-3c3c-4139-b89a-a18bc9e18897;http://ti-2022-11-2918:12:32.586072.org/onto#2411;0.96;INST
164;f129;2022-11-29T18:55:39;http://data.europa.eu/esco/isco/C2412;http://ti-2022-11-2918:12:32.586072.org/onto#2412;1.0;INST
32;f2145;2022-11-29T23:06:19;http://data.europa.eu/esco/occupation/e20eee17-4876-4f21-a0cb-5d7f40c63cd8;http://ti-2022-11-2918:12:32.586072.org/onto#2412;0.97;INST
97;f2620;2022-11-30T00:10:22;http://data.europa.eu/esco/occupation/3b6d4443-4518-4fb3-ae44-188a958e328d;http://ti-2022-11-2918:12:32.586072.org/onto#2412;0.97;INST
251;f130;2022-11-29T18:55:44;http://data.europa.eu/esco/isco/C2413;http://ti-2022-11-2918:12:32.586072.org/onto#2413;1.0;INST
29;f1597;2022-11-29T21:54:02;http://data.europa.eu/esco/occupation/8d586ee9-0ab1-4155-a3b0-2ca786c8e48c;http://ti-2022-11-2918:12:32.586072.org/onto#241c;1.0;INST
18;f2343;2022-11-29T23:33:07;http://data.europa.eu/esco/occupation/05a06850-d465-481e-9d68-792d4ad1da3e;http://ti-2022-11-2918:12:32.586072.org/onto#241c;1.0;INST
16;f2353;2022-11-29T23:34:25;http://data.europa.eu/esco/occupation/075e4d25-74b3-46fb-9b6e-6b53cdb196e7;http://ti-2022-11-2918:12:32.586072.org/onto#241c;1.0;INST
126;f2763;2022-11-30T00:29:32;http://data.europa.eu/esco/occupation/56afc09a-75a0-49c7-a5cb-256df45d8f2d;http://ti-2022-11-2918:12:32.586072.org/onto#241c;0.89;INST
5;f2928;2022-11-30T00:51:52;http://data.europa.eu/esco/occupation/7a6ca615-a2bc-499d-8288-d186ce2594ea;http://ti-2022-11-2918:12:32.586072.org/onto#241c;0.87;INST
57;f3305;2022-11-30T01:43:06;http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6;http://ti-2022-11-2918:12:32.586072.org/onto#241c;0.89;INST
165;f3401;2022-11-30T01:55:58;http://data.europa.eu/esco/occupation/dfa51b4d-0929-4885-b682-29e375c6b52c;http://ti-2022-11-2918:12:32.586072.org/onto#241c;1.0;INST
152;f3522;2022-11-30T02:12:02;http://data.europa.eu/esco/occupation/fadb09c5-db84-4240-9fd6-68b4c0abeed5;http://ti-2022-11-2918:12:32.586072.org/onto#241c;1.0;INST
146;f131;2022-11-29T18:55:49;http://data.europa.eu/esco/isco/C242;http://ti-2022-11-2918:12:32.586072.org/onto#242;1.0;INST
74;f132;2022-11-29T18:55:54;http://data.europa.eu/esco/isco/C2421;http://ti-2022-11-2918:12:32.586072.org/onto#2421;1.0;INST
222;f133;2022-11-29T18:55:59;http://data.europa.eu/esco/isco/C2422;http://ti-2022-11-2918:12:32.586072.org/onto#2422;1.0;INST
104;f134;2022-11-29T18:56:05;http://data.europa.eu/esco/isco/C2423;http://ti-2022-11-2918:12:32.586072.org/onto#2423;1.0;INST
209;f135;2022-11-29T18:56:10;http://data.europa.eu/esco/isco/C2424;http://ti-2022-11-2918:12:32.586072.org/onto#2424;1.0;INST
109;f136;2022-11-29T18:56:15;http://data.europa.eu/esco/isco/C243;http://ti-2022-11-2918:12:32.586072.org/onto#243;1.0;INST
86;f137;2022-11-29T18:56:21;http://data.europa.eu/esco/isco/C2431;http://ti-2022-11-2918:12:32.586072.org/onto#2431;1.0;INST
54;f138;2022-11-29T18:56:26;http://data.europa.eu/esco/isco/C2432;http://ti-2022-11-2918:12:32.586072.org/onto#2432;1.0;INST
253;f139;2022-11-29T18:56:31;http://data.europa.eu/esco/isco/C2433;http://ti-2022-11-2918:12:32.586072.org/onto#2433;0.99;INST
142;f140;2022-11-29T18:56:37;http://data.europa.eu/esco/isco/C2434;http://ti-2022-11-2918:12:32.586072.org/onto#2434;0.99;INST
201;f141;2022-11-29T18:56:42;http://data.europa.eu/esco/isco/C25;http://ti-2022-11-2918:12:32.586072.org/onto#25;1.0;INST
261;f142;2022-11-29T18:56:48;http://data.europa.eu/esco/isco/C251;http://ti-2022-11-2918:12:32.586072.org/onto#251;0.98;INST
157;f143;2022-11-29T18:56:53;http://data.europa.eu/esco/isco/C2511;http://ti-2022-11-2918:12:32.586072.org/onto#2511;1.0;INST
136;f144;2022-11-29T18:56:58;http://data.europa.eu/esco/isco/C2512;http://ti-2022-11-2918:12:32.586072.org/onto#2512;1.0;INST
